YEAR,Plant Id,Combined Heat And Power Plant,Plant Name,Operator Name,Operator Id,Plant State,Census Region,NERC Region,EIA Sector Number,Sector Name,NAICS Code,Reported Prime Mover,Reported Fuel Type Code,MER Fuel Type Code,Balancing Authority Code,Physical Unit Label,Tot_MMBtu January,Elec_MMBtu January,Netgen January,Tot_MMBtu February,Elec_MMBtu February,Netgen February,Tot_MMBtu March,Elec_MMBtu March,Netgen March,Tot_MMBtu April,Elec_MMBtu April,Netgen April,Tot_MMBtu May,Elec_MMBtu May,Netgen May,Tot_MMBtu June,Elec_MMBtu June,Netgen June,Tot_MMBtu July,Elec_MMBtu July,Netgen July,Tot_MMBtu August,Elec_MMBtu August,Netgen August,Tot_MMBtu September,Elec_MMBtu September,Netgen September,Tot_MMBtu October,Elec_MMBtu October,Netgen October,Tot_MMBtu November,Elec_MMBtu November,Netgen November,Tot_MMBtu December,Elec_MMBtu December,Netgen December,Total Fuel Consumption MMBtu,Elec Fuel Consumption MMBtu,Net Generation (Megawatthours)
2023,10,False,Greene County,Alabama Power Co,195.0,AL,ESC,SERC,1,Electric Utility,22,GT,DFO,DFO,SOCO,barrels,9511.0,9511.0,541.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.0,151.0,10.908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1984.0,1984.0,144.738,791.0,791.0,28.894,12437,12437,726.04
2023,10,False,Greene County,Alabama Power Co,195.0,AL,ESC,SERC,1,Electric Utility,22,GT,NG,NG,SOCO,mcf,7790.0,7790.0,443.5,6649.0,6649.0,310.0,42803.0,42803.0,3070.0,19982.0,19982.0,1199.0,99249.0,99249.0,7158.092,68705.0,68705.0,5213.0,194885.0,194885.0,14939.0,379654.0,379654.0,29169.0,135466.0,135466.0,10484.0,55400.0,55400.0,3482.0,77106.0,77106.0,5626.262,9778.0,9778.0,357.106,1097467,1097467,81450.96
2023,10,False,Greene County,Alabama Power Co,195.0,AL,ESC,SERC,1,Electric Utility,22,ST,NG,NG,SOCO,mcf,496994.0,496994.0,45654.0,534807.0,534807.0,48829.0,1140000.0,1140000.0,108271.0,1286057.0,1286057.0,125435.0,1133102.0,1133102.0,106968.0,1668697.0,1668697.0,163842.0,2314467.0,2314467.0,227528.0,2403501.0,2403501.0,236176.0,1354594.0,1354594.0,131030.0,160934.0,160934.0,13980.0,325627.0,325627.0,28170.0,820138.0,820138.0,78200.0,13638918,13638918,1314083.0
2023,136,False,Seminole (FL),Seminole Electric Cooperative Inc,21554.0,FL,SAT,SERC,1,Electric Utility,22,CA,NG,NG,SEC,mcf,0.0,0.0,-325.0,0.0,0.0,-552.0,0.0,0.0,36027.0,0.0,0.0,131093.0,0.0,0.0,240488.0,0.0,0.0,250480.0,0.0,0.0,248945.0,0.0,0.0,260184.0,0.0,0.0,236153.0,0.0,0.0,256756.0,0.0,0.0,103734.0,0.0,0.0,259439.0,0,0,2022422.0
2023,136,False,Seminole (FL),Seminole Electric Cooperative Inc,21554.0,FL,SAT,SERC,1,Electric Utility,22,CT,NG,NG,SEC,mcf,0.0,0.0,-650.0,0.0,0.0,-1104.0,824273.0,824273.0,76886.0,2556955.0,2556955.0,266067.0,4552680.0,4552680.0,482805.0,4596772.0,4596772.0,476958.0,4601811.0,4601811.0,478047.0,4781621.0,4781621.0,496739.0,4332197.0,4332197.0,446985.0,4816733.0,4816733.0,508062.0,1989447.0,1989447.0,207945.0,4971167.0,4971167.0,531894.0,38023656,38023656,3970634.0
2023,136,False,Seminole (FL),Seminole Electric Cooperative Inc,21554.0,FL,SAT,SERC,1,Electric Utility,22,ST,BIT,COL,SEC,short tons,5815724.0,5815724.0,575417.93,4733646.0,4733646.0,462704.39,3957127.0,3957127.0,370081.06,3093360.0,3093360.0,270670.33,2712085.0,2712085.0,243250.09,2539176.0,2539176.0,222001.06,3134939.0,3134939.0,296666.23,3206142.0,3206142.0,283779.58,2860690.0,2860690.0,254107.42,3047214.0,3047214.0,286647.28,3286464.0,3286464.0,317393.97,3015566.0,3015566.0,287440.7,41402133,41402133,3870160.0
2023,136,False,Seminole (FL),Seminole Electric Cooperative Inc,21554.0,FL,SAT,SERC,1,Electric Utility,22,ST,DFO,DFO,SEC,barrels,15575.0,15575.0,1541.066,11198.0,11198.0,1094.606,6661.0,6661.0,622.94,19413.0,19413.0,1698.667,17247.0,17247.0,1546.914,22554.0,22554.0,1971.936,15933.0,15933.0,1507.775,28882.0,28882.0,2556.42,20507.0,20507.0,1821.585,16751.0,16751.0,1575.725,8460.0,8460.0,817.034,9120.0,9120.0,869.298,192301,192301,17623.966
2023,165,False,GREC,Grand River Dam Authority,7490.0,OK,WSC,MRO,1,Electric Utility,22,CA,NG,NG,SWPP,mcf,0.0,0.0,88992.0,0.0,0.0,83873.0,0.0,0.0,84644.0,0.0,0.0,75481.0,0.0,0.0,23718.0,0.0,0.0,86893.0,0.0,0.0,94466.0,0.0,0.0,93866.0,0.0,0.0,78061.0,0.0,0.0,27491.0,0.0,0.0,85756.0,0.0,0.0,94057.0,0,0,917298.0
2023,165,False,GREC,Grand River Dam Authority,7490.0,OK,WSC,MRO,1,Electric Utility,22,CT,NG,NG,SWPP,mcf,1823571.0,1823571.0,189899.0,1698323.0,1698323.0,178460.0,1720854.0,1720854.0,175462.0,1537924.0,1537924.0,154816.0,519977.0,519977.0,49131.0,1769641.0,1769641.0,187019.0,1957251.0,1957251.0,203951.0,1919601.0,1919601.0,201637.0,1644609.0,1644609.0,169948.0,631512.0,631512.0,59794.0,1760411.0,1760411.0,181701.0,1946585.0,1946585.0,201572.0,18930259,18930259,1953390.0
2023,165,False,GREC,Grand River Dam Authority,7490.0,OK,WSC,MRO,1,Electric Utility,22,ST,NG,NG,SWPP,mcf,79970.0,79970.0,4500.758,57160.0,57160.0,4264.582,61213.0,61213.0,1787.905,0.0,0.0,-46.145,49319.0,49319.0,3159.49,73399.0,73399.0,5649.943,63728.0,63728.0,5082.282,74470.0,74470.0,7093.161,29619.0,29619.0,3045.994,63281.0,63281.0,4204.431,43747.0,43747.0,3310.261,48459.0,48459.0,2471.343,644365,644365,44524.005
2023,165,False,GREC,Grand River Dam Authority,7490.0,OK,WSC,MRO,1,Electric Utility,22,ST,SUB,COL,SWPP,short tons,355386.0,355386.0,20001.242,240677.0,240677.0,17956.418,101722.0,101722.0,2971.095,0.0,0.0,-1240.855,503126.0,503126.0,32231.51,1832584.0,1832584.0,141064.06,1475536.0,1475536.0,117672.72,2124765.0,2124765.0,202379.84,181120.0,181120.0,18626.006,918812.0,918812.0,61046.569,1043678.0,1043678.0,78972.739,198665.0,198665.0,10131.657,8976071,8976071,701813.0
2023,170,False,Lake Catherine,Entergy Arkansas LLC,814.0,AR,WSC,SERC,1,Electric Utility,22,ST,NG,NG,MISO,mcf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293672.0,293672.0,25736.0,737893.0,737893.0,68081.0,798468.0,798468.0,75305.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1830033,1830033,169122.0
2023,203,False,McClellan (AR),Arkansas Electric Coop Corp,807.0,AR,WSC,SERC,1,Electric Utility,22,ST,DFO,DFO,MISO,barrels,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2023,203,False,McClellan (AR),Arkansas Electric Coop Corp,807.0,AR,WSC,SERC,1,Electric Utility,22,ST,NG,NG,MISO,mcf,0.0,0.0,0.0,27420.0,27420.0,2090.0,0.0,0.0,0.0,0.0,0.0,0.0,8355.0,8355.0,644.0,47561.0,47561.0,3816.0,28978.0,28978.0,2678.0,142067.0,142067.0,11458.0,93970.0,93970.0,7549.0,138940.0,138940.0,10514.0,16299.0,16299.0,1961.0,5659.0,5659.0,398.0,509249,509249,41108.0
2023,203,False,McClellan (AR),Arkansas Electric Coop Corp,807.0,AR,WSC,SERC,1,Electric Utility,22,ST,RFO,RFO,MISO,barrels,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2023,204,False,Clinton Power Station,Constellation Nuclear,55951.0,IL,ENC,SERC,2,NAICS-22 Non-Cogen,22,ST,NUC,NUC,MISO,,8376065.0,8376065.0,801403.0,6149132.0,6149132.0,588335.0,8427049.0,8427049.0,806281.0,8077783.0,8077783.0,772864.0,4276742.0,4276742.0,409189.0,8145427.0,8145427.0,779336.0,8421625.0,8421625.0,805762.0,8325239.0,8325239.0,796540.0,2505567.0,2505567.0,239727.0,5186536.0,5186536.0,496236.0,8269928.0,8269928.0,791248.0,8515116.0,8515116.0,814707.0,84676209,84676209,8101628.0
2023,210,False,Wolf Creek Generating Station,Wolf Creek Nuclear Optg Corp,20893.0,KS,WNC,MRO,1,Electric Utility,22,ST,NUC,NUC,SWPP,,9351925.0,9351925.0,894771.0,7955591.0,7955591.0,761173.0,9203625.0,9203625.0,880582.0,8242973.0,8242973.0,788669.0,9462117.0,9462117.0,905314.0,9001561.0,9001561.0,861249.0,9096264.0,9096264.0,870310.0,9197406.0,9197406.0,879987.0,9103852.0,9103852.0,871036.0,8266332.0,8266332.0,790904.0,9244010.0,9244010.0,884446.0,9546881.0,9546881.0,913424.0,107672537,107672537,10301865.0
2023,371,False,Columbia Generating Station,Energy Northwest,20160.0,WA,PACC,WECC,1,Electric Utility,22,ST,NUC,NUC,BPAT,,8687758.0,8687758.0,831225.0,8095300.0,8095300.0,774540.0,8750698.0,8750698.0,837247.0,7203745.0,7203745.0,689238.0,978347.0,978347.0,93606.0,2733813.0,2733813.0,261565.0,8682490.0,8682490.0,830721.0,8777758.0,8777758.0,839836.0,8571095.0,8571095.0,820063.0,8630628.0,8630628.0,825759.0,8515941.0,8515941.0,814786.0,8533145.0,8533145.0,816432.0,88160718,88160718,8435018.0
2023,389,False,El Centro Hybrid,Imperial Irrigation District,9216.0,CA,PACC,WECC,1,Electric Utility,22,BA,MWH,OTH,IID,megawatthours,0.0,0.0,-279.0,0.0,0.0,-255.0,0.0,0.0,-296.0,0.0,0.0,-171.0,0.0,0.0,-171.0,0.0,0.0,-156.0,0.0,0.0,-279.0,0.0,0.0,-276.0,0.0,0.0,-253.0,0.0,0.0,-165.0,0.0,0.0,-149.0,0.0,0.0,-161.0,0,0,-2611.0
2023,389,False,El Centro Hybrid,Imperial Irrigation District,9216.0,CA,PACC,WECC,1,Electric Utility,22,CA,DFO,DFO,IID,barrels,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2023,389,False,El Centro Hybrid,Imperial Irrigation District,9216.0,CA,PACC,WECC,1,Electric Utility,22,CA,NG,NG,IID,mcf,0.0,0.0,22890.0,0.0,0.0,20846.0,0.0,0.0,18105.0,0.0,0.0,2741.0,0.0,0.0,19825.0,0.0,0.0,29191.0,0.0,0.0,42833.0,0.0,0.0,41085.0,0.0,0.0,37479.0,0.0,0.0,27214.0,0.0,0.0,22219.0,0.0,0.0,21790.0,0,0,306218.0
2023,389,False,El Centro Hybrid,Imperial Irrigation District,9216.0,CA,PACC,WECC,1,Electric Utility,22,CT,DFO,DFO,IID,barrels,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2023,389,False,El Centro Hybrid,Imperial Irrigation District,9216.0,CA,PACC,WECC,1,Electric Utility,22,CT,NG,NG,IID,mcf,515559.0,515559.0,42220.0,471381.0,471381.0,38904.0,411523.0,411523.0,34004.0,74564.0,74564.0,6257.0,476347.0,476347.0,41738.0,803786.0,803786.0,67365.0,1120144.0,1120144.0,91679.0,1093487.0,1093487.0,89942.0,1023229.0,1023229.0,84958.0,677118.0,677118.0,58712.0,524773.0,524773.0,45230.0,511564.0,511564.0,43238.0,7703475,7703475,644247.0
2023,389,False,El Centro Hybrid,Imperial Irrigation District,9216.0,CA,PACC,WECC,1,Electric Utility,22,ST,NG,NG,IID,mcf,0.0,0.0,0.0,0.0,0.0,0.0,86367.0,86367.0,7051.0,304865.0,304865.0,25756.0,248360.0,248360.0,19982.0,231593.0,231593.0,18434.0,155172.0,155172.0,11934.0,173037.0,173037.0,13197.0,214749.0,214749.0,16576.0,230093.0,230093.0,17580.0,115455.0,115455.0,8635.0,0.0,0.0,-61.0,1759691,1759691,139084.0
2023,389,False,El Centro Hybrid,Imperial Irrigation District,9216.0,CA,PACC,WECC,1,Electric Utility,22,ST,RFO,RFO,IID,barrels,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2023,404,False,Scattergood,Los Angeles Department of Water & Power,11208.0,CA,PACC,WECC,1,Electric Utility,22,CA,NG,NG,LDWP,mcf,0.0,0.0,-203.0,0.0,0.0,19059.0,0.0,0.0,6375.0,0.0,0.0,9538.0,0.0,0.0,4791.0,0.0,0.0,21636.0,0.0,0.0,54229.0,0.0,0.0,59306.0,0.0,0.0,35738.0,0.0,0.0,50330.0,0.0,0.0,61987.0,0.0,0.0,55765.0,0,0,378551.0
2023,404,False,Scattergood,Los Angeles Department of Water & Power,11208.0,CA,PACC,WECC,1,Electric Utility,22,CA,OG,OOG,LDWP,mcf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2023,404,False,Scattergood,Los Angeles Department of Water & Power,11208.0,CA,PACC,WECC,1,Electric Utility,22,CT,NG,NG,LDWP,mcf,0.0,0.0,-124.0,428477.0,428477.0,39257.0,151638.0,151638.0,13473.0,223224.0,223224.0,19101.0,132669.0,132669.0,10505.0,475979.0,475979.0,39086.0,1172709.0,1172709.0,107075.0,1276392.0,1276392.0,116206.0,765018.0,765018.0,68534.0,1070982.0,1070982.0,97896.0,1310357.0,1310357.0,118134.0,1225446.0,1225446.0,111889.0,8232891,8232891,741032.0
2023,404,False,Scattergood,Los Angeles Department of Water & Power,11208.0,CA,PACC,WECC,1,Electric Utility,22,CT,OG,OOG,LDWP,mcf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2023,404,False,Scattergood,Los Angeles Department of Water & Power,11208.0,CA,PACC,WECC,1,Electric Utility,22,GT,NG,NG,LDWP,mcf,130460.0,130460.0,13688.0,77145.0,77145.0,8325.0,23976.0,23976.0,1939.0,831.0,831.0,-451.0,8174.0,8174.0,387.0,9748.0,9748.0,392.0,371056.0,371056.0,39764.0,313169.0,313169.0,33295.0,160657.0,160657.0,16559.0,294289.0,294289.0,30878.0,251231.0,251231.0,26217.0,48156.0,48156.0,4600.0,1688892,1688892,175593.0
2023,404,False,Scattergood,Los Angeles Department of Water & Power,11208.0,CA,PACC,WECC,1,Electric Utility,22,GT,OBG,ORW,LDWP,Mcf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2023,404,False,Scattergood,Los Angeles Department of Water & Power,11208.0,CA,PACC,WECC,1,Electric Utility,22,ST,NG,NG,LDWP,mcf,144860.0,144860.0,11255.0,37566.0,37566.0,3226.0,0.0,0.0,0.0,0.0,0.0,0.0,5850.0,5850.0,277.0,157745.0,157745.0,12236.0,48641.0,48641.0,3435.0,244137.0,244137.0,19437.0,77450.0,77450.0,6492.0,42943.0,42943.0,3692.0,0.0,0.0,0.0,36934.0,36934.0,2675.0,796126,796126,62725.0
2023,404,False,Scattergood,Los Angeles Department of Water & Power,11208.0,CA,PACC,WECC,1,Electric Utility,22,ST,OBG,ORW,LDWP,Mcf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2023,533,False,McWilliams,PowerSouth Energy Cooperative,189.0,AL,ESC,SERC,1,Electric Utility,22,CA,DFO,DFO,SOCO,barrels,0.0,0.0,0.0,14054.0,13332.0,3530.5895,0.0,0.0,0.0,0.0,0.0,76.698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.598,0.0,0.0,0.0,0.0,0.0,0.0,0,0,125.296
2023,533,False,McWilliams,PowerSouth Energy Cooperative,189.0,AL,ESC,SERC,1,Electric Utility,22,CA,NG,NG,SOCO,mcf,0.0,0.0,94248.0,14054.0,13332.0,3530.5895,0.0,0.0,108574.0,0.0,0.0,38333.302,0.0,0.0,110797.0,0.0,0.0,121738.0,0.0,0.0,123604.0,0.0,0.0,119586.0,0.0,0.0,114875.0,0.0,0.0,56083.402,0.0,0.0,109984.0,0.0,0.0,92244.0,0,0,1090066.7
2023,533,False,McWilliams,PowerSouth Energy Cooperative,189.0,AL,ESC,SERC,1,Electric Utility,22,CT,DFO,DFO,SOCO,barrels,0.0,0.0,0.0,14054.0,13332.0,3530.5895,0.0,0.0,0.0,1975.0,1975.0,175.506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1188.0,1188.0,105.227,0.0,0.0,0.0,0.0,0.0,0.0,3163,3163,280.733
2023,533,False,McWilliams,PowerSouth Energy Cooperative,189.0,AL,ESC,SERC,1,Electric Utility,22,CT,NG,NG,SOCO,mcf,2161003.0,2161003.0,189770.0,14054.0,13332.0,3530.5895,2457494.0,2457494.0,220422.0,986852.0,986852.0,87717.494,2573346.0,2573346.0,227399.0,2751435.0,2751435.0,244354.0,2871720.0,2871720.0,254965.0,2745503.0,2745503.0,243589.0,2607529.0,2607529.0,234096.0,1370982.0,1370982.0,121434.77,2584894.0,2584894.0,229854.0,2256228.0,2256228.0,198867.0,25366986,25366986,2252468.3
2023,562,False,Middletown,Middletown Power LLC,12490.0,CT,NEW,NPCC,2,NAICS-22 Non-Cogen,22,GT,DFO,DFO,ISNE,barrels,252.0,252.0,-23.241,308.0,308.0,-28.795,157.0,157.0,-14.819,168.0,168.0,-15.452,67.0,67.0,-6.343,246.0,246.0,-23.076,398.0,398.0,-36.926,123.0,123.0,-11.624,218.0,218.0,-20.278,213.0,213.0,-19.88,129.0,129.0,-12.129,168.0,168.0,-15.437,2447,2447,-228.0
2023,562,False,Middletown,Middletown Power LLC,12490.0,CT,NEW,NPCC,2,NAICS-22 Non-Cogen,22,ST,DFO,DFO,ISNE,barrels,0.0,0.0,0.0,162.0,162.0,14.205,0.0,0.0,-0.77,39.0,39.0,2.97,11.0,11.0,0.905,0.0,0.0,-0.625,168.0,168.0,13.659,73.0,73.0,4.411,28.0,28.0,2.386,22.0,22.0,2.17,0.0,0.0,0.0,0.0,0.0,-0.78,503,503,38.531
2023,562,False,Middletown,Middletown Power LLC,12490.0,CT,NEW,NPCC,2,NAICS-22 Non-Cogen,22,ST,NG,NG,ISNE,mcf,15.0,15.0,-1481.0,363.0,363.0,31.712,0.0,0.0,-429.239,66142.0,66142.0,5010.471,131673.0,131673.0,10636.095,0.0,0.0,-348.061,403285.0,403285.0,32788.383,0.0,0.0,0.0,122463.0,122463.0,10436.614,830877.0,830877.0,80494.83,1065.0,1065.0,-1011.0,0.0,0.0,-434.627,1555883,1555883,135694.18
2023,562,False,Middletown,Middletown Power LLC,12490.0,CT,NEW,NPCC,2,NAICS-22 Non-Cogen,22,ST,RFO,RFO,ISNE,barrels,0.0,0.0,0.0,350490.0,350490.0,30656.083,0.0,0.0,-764.991,27980.0,27980.0,2119.559,0.0,0.0,0.0,0.0,0.0,-620.314,319.0,319.0,25.958,59834.0,59834.0,3625.589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-774.593,438623,438623,34267.291
2023,566,False,Millstone,Dominion Energy Nuclear Conn Inc,5221.0,CT,NEW,NPCC,2,NAICS-22 Non-Cogen,22,ST,NUC,NUC,ISNE,,6748153.0,6748153.0,645648.0,5453714.0,5453714.0,521799.0,6608047.0,6608047.0,632243.0,1096337.0,1096337.0,104895.0,0.0,0.0,0.0,0.0,0.0,0.0,5698860.0,5698860.0,545254.0,6659658.0,6659658.0,637181.0,4911613.0,4911613.0,469932.0,6417888.0,6417888.0,614049.0,6531446.0,6531446.0,624914.0,6745216.0,6745216.0,645367.0,56870932,56870932,5441282.0
2023,566,False,Millstone,Dominion Energy Nuclear Conn Inc,5221.0,CT,NEW,NPCC,2,NAICS-22 Non-Cogen,22,ST,NUC,NUC,ISNE,,9202998.0,9202998.0,880522.0,8769856.0,8769856.0,839080.0,9660586.0,9660586.0,924303.0,9347524.0,9347524.0,894350.0,9082374.0,9082374.0,868981.0,272874.0,272874.0,26108.0,9383060.0,9383060.0,897750.0,9460706.0,9460706.0,905179.0,8798483.0,8798483.0,841819.0,5706071.0,5706071.0,545944.0,0.0,0.0,0.0,6314321.0,6314321.0,604140.0,85998853,85998853,8228176.0
2023,594,False,Indian River Generating Station,Indian River Operations Inc,9332.0,DE,SAT,RFC,2,NAICS-22 Non-Cogen,22,GT,DFO,DFO,PJM,barrels,0.0,0.0,-27.0,1379.0,1379.0,76.0,0.0,0.0,-26.0,159.0,159.0,-12.0,0.0,0.0,-21.0,0.0,0.0,-21.0,9232.0,9232.0,577.0,2264.0,2264.0,124.0,0.0,0.0,-20.0,188.0,188.0,-5.0,0.0,0.0,-23.0,138.0,138.0,-17.0,13360,13360,605.0
2023,594,False,Indian River Generating Station,Indian River Operations Inc,9332.0,DE,SAT,RFC,2,NAICS-22 Non-Cogen,22,GT,RFO,RFO,PJM,barrels,9210.0,8885.0,1958.0,14054.0,13332.0,3530.5895,8663.0,8003.0,1863.851,0.0,0.0,0.0,8268.5,7215.5,1638.9814999999999,17377.5,15305.0,4853.6075,28981.0,24881.0,9470.143,28882.0,23641.0,9751.213,20103.0,13872.0,6492.0,14319.0,12528.0,3692.0,13576.5,11387.5,3192.844,9418.0,7064.5,1691.816,0,0,0.0
2023,594,False,Indian River Generating Station,Indian River Operations Inc,9332.0,DE,SAT,RFC,2,NAICS-22 Non-Cogen,22,GT,SUB,COL,PJM,short tons,9210.0,8885.0,1958.0,14054.0,13332.0,3530.5895,8663.0,8003.0,1863.851,0.0,0.0,0.0,8268.5,7215.5,1638.9814999999999,17377.5,15305.0,4853.6075,28981.0,24881.0,9470.143,28882.0,23641.0,9751.213,20103.0,13872.0,6492.0,14319.0,12528.0,3692.0,13576.5,11387.5,3192.844,9418.0,7064.5,1691.816,0,0,0.0
2023,594,False,Indian River Generating Station,Indian River Operations Inc,9332.0,DE,SAT,RFC,2,NAICS-22 Non-Cogen,22,ST,BIT,COL,PJM,short tons,0.0,0.0,-2856.653,0.0,0.0,-2532.514,0.0,0.0,-2773.935,0.0,0.0,-2313.215,0.0,0.0,-2329.567,7430.0,7430.0,-1061.593,146544.0,146544.0,6416.055,0.0,0.0,-2421.903,111088.0,111088.0,2840.719,0.0,0.0,0.0,72846.0,72846.0,3142.688,0.0,0.0,-2608.499,337908,337908,-6498.417
2023,594,False,Indian River Generating Station,Indian River Operations Inc,9332.0,DE,SAT,RFC,2,NAICS-22 Non-Cogen,22,ST,DFO,DFO,PJM,barrels,0.0,0.0,-113.347,0.0,0.0,-100.486,0.0,0.0,-110.065,0.0,0.0,-91.785,0.0,0.0,-92.433,13329.0,13329.0,-1904.407,18933.0,18933.0,828.945,0.0,0.0,-96.097,6972.0,6972.0,178.281,171.0,171.0,-2161.0,8723.0,8723.0,376.312,0.0,0.0,-103.501,48128,48128,-3389.583
2023,594,False,Indian River Generating Station,Indian River Operations Inc,9332.0,DE,SAT,RFC,2,NAICS-22 Non-Cogen,22,ST,RFO,RFO,PJM,barrels,9210.0,8885.0,1958.0,14054.0,13332.0,3530.5895,8663.0,8003.0,1863.851,7404.0,6934.0,1359.645,0.0,0.0,0.0,17377.5,15305.0,4853.6075,28981.0,24881.0,9470.143,28882.0,23641.0,9751.213,20103.0,13872.0,6492.0,14319.0,12528.0,3692.0,13576.5,11387.5,3192.844,9418.0,7064.5,1691.816,0,0,0.0
2023,594,False,Indian River Generating Station,Indian River Operations Inc,9332.0,DE,SAT,RFC,2,NAICS-22 Non-Cogen,22,ST,SUB,COL,PJM,short tons,9210.0,8885.0,1958.0,14054.0,13332.0,3530.5895,8663.0,8003.0,1863.851,7404.0,6934.0,1359.645,0.0,0.0,0.0,17377.5,15305.0,4853.6075,28981.0,24881.0,9470.143,28882.0,23641.0,9751.213,20103.0,13872.0,6492.0,14319.0,12528.0,3692.0,13576.5,11387.5,3192.844,9418.0,7064.5,1691.816,0,0,0.0
2023,634,False,P L Bartow,"Duke Energy Florida, LLC",6455.0,FL,SAT,SERC,1,Electric Utility,22,CA,DFO,DFO,FPC,barrels,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
2023,634,False,P L Bartow,"Duke Energy Florida, LLC",6455.0,FL,SAT,SERC,1,Electric Utility,22,CA,NG,NG,FPC,mcf,82888.0,82888.0,216942.0,120748.0,120748.0,186134.0,190175.0,190175.0,206355.0,177090.0,177090.0,240026.0,167395.0,167395.0,248946.0,175057.0,175057.0,259703.0,101822.0,101822.0,262350.0,182478.0,182478.0,259706.0,177645.0,177645.0,243784.0,107744.0,107744.0,164374.0,0.0,0.0,0.0,16294.0,16294.0,30089.0,1499336,1499336,2318409.0
2023,634,False,P L Bartow,"Duke Energy Florida, LLC",6455.0,FL,SAT,SERC,1,Electric Utility,22,CT,DFO,DFO,FPC,barrels,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
